id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
26445,VAHB,medium_airport,"Hubli Airport",15.361700058,75.08489990230001,2171,AS,India,IN,Karnataka,IN-KA,KA,Hubli,1,VOHB,HBX,,http://www.airportsindia.org.in/allAirports/hubli_generalinfo.jsp,https://en.wikipedia.org/wiki/Hubli_Airport,VAHB,500,2013-04-27T10:17:55+00:00
327452,VASD,medium_airport,"Shirdi Airport",19.688752,74.377354,1926,AS,India,IN,Maharashtra,IN-MM,MM,Kakadi,1,VASD,SAG,,,https://en.wikipedia.org/wiki/Shirdi_Airport,"Ahmednagar, Saibaba",500,2021-03-08T16:54:10+00:00
26449,VAKE,medium_airport,"Kandla Airport",23.1127,70.100304,96,AS,India,IN,Gujarat,IN-GJ,GJ,Kandla,1,VAKE,IXY,,http://aai.aero/allAirports/kandla_generalinfo.jsp,https://en.wikipedia.org/wiki/Kandla_Airport,,500,2019-01-04T02:24:38+00:00
26557,VIGG,medium_airport,"Kangra Airport",32.164902,76.263018,2525,AS,India,IN,"Himachal Pradesh",IN-HP,HP,Kangra,1,VIGG,DHM,,https://www.aai.aero/en/airports/kangra-gaggal,https://en.wikipedia.org/wiki/Kangra_Airport,"Dharamshala, Gaggal",500,2023-04-11T12:26:48+00:00
26571,VIPK,medium_airport,"Pathankot Airport",32.233611,75.634444,1017,AS,India,IN,Punjab,IN-PB,PB,Pathankot,1,VIPK,IXP,,,https://en.wikipedia.org/wiki/Pathankot_Airport,,500,2018-04-30T11:07:48+00:00
26621,VOPC,medium_airport,"Pondicherry Airport",11.968,79.812,134,AS,India,IN,Pondicherry,IN-PY,PY,"Puducherry (Pondicherry)",1,VOPC,PNY,,,https://en.wikipedia.org/wiki/Pondicherry_Airport,,500,2021-05-29T07:20:30+00:00
26498,VEDB,medium_airport,"Dhanbad Airport",23.833999633789062,86.42530059814453,847,AS,India,IN,Bihar,IN-BR,BR,,0,VEDB,DBD,,,,,250,2008-06-13T14:30:04+00:00
26575,VISA,medium_airport,"Sirsa Air Force Station",29.56060028076172,75.006103515625,650,AS,India,IN,Haryana,IN-HR,HR,,0,VISA,,,,,,250,2008-06-13T14:30:04+00:00
26547,VIBT,medium_airport,"Bhatinda Air Force Station",30.270099639892578,74.75579833984375,662,AS,India,IN,Punjab,IN-PB,PB,,0,VIBT,BUP,,,,,250,2008-06-13T14:30:04+00:00
26564,VIJR,medium_airport,"Jaisalmer Airport",26.888700485229492,70.86499786376953,751,AS,India,IN,Rajasthan,IN-RJ,RJ,,0,VIJR,JSA,,,https://en.wikipedia.org/wiki/Jaisalmer_Airport,"Jaisalmer Air Force Station",250,2008-06-13T14:30:04+00:00
26516,VEPH,medium_airport,"Panagarh Air Force Station",23.474300384499998,87.4274978638,240,AS,India,IN,"West Bengal",IN-WB,WB,,0,VEPH,,,,https://en.wikipedia.org/wiki/Panagarh_Airport,,250,2010-12-26T00:02:14+00:00
26604,VOBI,medium_airport,"Bellary Airport",15.162799835205078,76.88279724121094,30,AS,India,IN,Karnataka,IN-KA,KA,Bellary,0,VOBI,BEP,,,https://en.wikipedia.org/wiki/Bellary_Airport,"Jindal Vijayanagar, Vijaynagar",250,2008-06-13T14:30:04+00:00
26605,VOBR,medium_airport,"Bidar Airport / Bidar Air Force Station",17.9081,77.487099,2178,AS,India,IN,Karnataka,IN-KA,KA,Bidar,0,VOBR,IXX,,,https://en.wikipedia.org/wiki/Bidar_Airport,,250,2021-03-08T11:10:44+00:00
26613,VODG,medium_airport,"Dundigul Air Force Academy",17.627199173,78.4033966064,2013,AS,India,IN,Telangana,IN-TG,TG,Hyderabad,0,VODG,,,,https://en.wikipedia.org/wiki/Dundigul_Air_Force_Academy,,250,2016-01-12T23:29:15+00:00
26508,VEKR,medium_airport,"Kailashahar Airport",24.308657,92.00768,79,AS,India,IN,Tripura,IN-TR,TR,Kailashahar,0,VEKR,IXH,,,https://en.wikipedia.org/wiki/Kailashahar_Airport,,250,2021-10-29T15:13:58+00:00
26567,VIKO,medium_airport,"Kota Airport",25.160200119,75.84559631350001,896,AS,India,IN,Rajasthan,IN-RJ,RJ,Kota,0,VIKO,KTU,,,https://en.wikipedia.org/wiki/Kota_Airport,,250,2015-02-11T00:03:59+00:00
3288,VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",24.503401,81.220299,1000,AS,India,IN,"Madhya Pradesh",IN-MP,MP,Rewa,0,VA1G,REW,VA1G,,https://en.wikipedia.org/wiki/Rewa_Airport,,250,2022-01-21T16:12:26+00:00
26520,VERK,medium_airport,"Rourkela Airport",22.256571,84.815193,659,AS,India,IN,Odisha,IN-OR,OR,Rourkela,0,VERK,RRK,,,https://en.wikipedia.org/wiki/Rourkela_Airport,,250,2022-08-11T10:13:47+00:00
26490,VEAZ,small_airport,"Tuirial Airfield",23.746214,92.802846,1093,AS,India,IN,Mizoram,IN-MZ,MZ,Aizawl,0,VEAZ,,,,,,150,2021-03-09T09:41:30+00:00
44582,IN-0015,small_airport,"Baljek Airport",25.661487579345703,90.34503936767578,,AS,India,IN,Meghalaya,IN-ML,ML,,1,,,,,,,100,2009-07-19T04:52:24+00:00
31698,IN-JGB,small_airport,"Jagdalpur Airport",19.074301,82.036797,1822,AS,India,IN,Chhattisgarh,IN-CT,CT,Jagdalpur,1,VEJR,JGB,VEJR,,https://en.wikipedia.org/wiki/Jagdalpur_Airport,,100,2023-05-02T01:15:15+00:00
3303,IN-VA47,small_airport,"Jalgaon Airport",20.962678,75.627492,818,AS,India,IN,Maharashtra,IN-MM,MM,Jalgaon,1,VAJL,,,,https://en.wikipedia.org/wiki/Jalgaon_Airport,VA47,100,2019-08-31T19:34:59+00:00
31996,VOMY,small_airport,"Mysore Airport",12.23,76.655833,2349,AS,India,IN,Karnataka,IN-KA,KA,Mysore,1,VOMY,MYQ,,,https://en.wikipedia.org/wiki/Mysore_Airport,"Mysuru, Mandakalli airport",100,2023-04-11T01:56:38+00:00
3311,VE41,small_airport,"Giridih Airport",24.201900482177734,86.28980255126953,1000,AS,India,IN,Bihar,IN-BR,BR,,0,VE41,,VE41,,,,50,2008-06-13T14:30:04+00:00
26518,VEPU,small_airport,"Purnea Airport",25.759599685668945,87.41000366210938,129,AS,India,IN,Bihar,IN-BR,BR,,0,VEPU,,,,https://en.wikipedia.org/wiki/Purnea_Airport,,50,2008-06-13T14:30:04+00:00
3286,VA1E,small_airport,"Bhilai Airport",21.294200897216797,81.37950134277344,1014,AS,India,IN,Chhattisgarh,IN-CT,CT,,0,VA1E,,VA1E,,,,50,2009-01-30T17:05:03+00:00
3322,VI20,small_airport,"Bhilwara Airport",28.07710075378418,76.20500183105469,955,AS,India,IN,Haryana,IN-HR,HR,,0,VI20,,VI20,,,,50,2008-06-13T14:30:04+00:00
29775,VECK,small_airport,"Chakulia Airport",22.460599899291992,86.70780181884766,430,AS,India,IN,Jharkhand,IN-JH,JH,,0,VECK,,,,,,50,2008-06-13T14:30:04+00:00
3305,IN-0363,small_airport,"Dhulia Airport",20.9265,74.737099,920,AS,India,IN,Maharashtra,IN-MM,MM,,0,,,VA53,,,,50,2022-11-13T10:56:05+00:00
3310,VE36,small_airport,"Nuagaon Airport",20.511699676513672,83.4480972290039,656,AS,India,IN,Odisha,IN-OR,OR,,0,VE36,,VE36,,,,50,2008-06-13T14:30:04+00:00
26505,VEJH,small_airport,"Jharsuguda Airport",21.9135,84.0504,751,AS,India,IN,Odisha,IN-OR,OR,,0,VEJH,JRG,,,https://en.wikipedia.org/wiki/Jharsuguda_Airport,,50,2020-04-08T17:33:19+00:00
26572,VIPL,small_airport,"Patiala Airport",30.314800262451172,76.364501953125,820,AS,India,IN,Punjab,IN-PB,PB,,0,VIPL,,,,,,50,2008-06-13T14:30:04+00:00
26580,VIUT,small_airport,"Uttarlai Airport",25.812999725341797,71.4822998046875,500,AS,India,IN,Rajasthan,IN-RJ,RJ,,0,VIUT,,,,,"Uttarlai Air Force Station",50,2008-06-13T14:30:04+00:00
3307,VE23,small_airport,"Burnpur Airport",23.631500244140625,86.97550201416016,310,AS,India,IN,"West Bengal",IN-WB,WB,,0,VE23,,VE23,,,,50,2008-06-13T14:30:04+00:00
46481,IN-0023,small_airport,"Amreli Airport",21.621416,71.226309,428,AS,India,IN,Gujarat,IN-GJ,GJ,Amreli,0,,,,,https://en.wikipedia.org/wiki/Amreli_Airport,XAM,50,2021-01-26T02:01:27+00:00
299921,IN-0068,small_airport,"Birwa Airstrip",22.092639,80.595531,,AS,India,IN,"Madhya Pradesh",IN-MP,MP,Baihar,0,,,,,,,50,2020-10-21T16:39:59+00:00
32206,VEBG,small_airport,"Balurghat Airport",25.261699676513672,88.79560089111328,78,AS,India,IN,"West Bengal",IN-WB,WB,Balurghat,0,VEBG,RGH,,,,,50,2008-06-13T14:30:04+00:00
3309,VEPI,small_airport,"Barrackpore Air Force Station",22.7810001373,88.3591995239,18,AS,India,IN,"West Bengal",IN-WB,WB,Barrackpore,0,VEPI,,VE31,,,,50,2010-12-28T13:59:33+00:00
44630,VOKP,small_airport,"Baldota Koppal Aerodrome",15.359481,76.219411,1700,AS,India,IN,Karnataka,IN-KA,KA,Basapur,0,VOKP,,,,,,50,2021-03-08T11:03:52+00:00
29689,VEBA,small_airport,"Behala Airport",22.504230499267578,88.29342651367188,10,AS,India,IN,"West Bengal",IN-WB,WB,Behala,0,VEBA,,,,,Parnasree,50,2009-04-19T09:31:13+00:00
301145,IN-0077,small_airport,"Bhagalpur Airport",25.249535,87.011976,,AS,India,IN,Bihar,IN-BR,BR,Bhagalpur,0,,,,,,,50,2022-09-09T16:06:14+00:00
301051,IN-0074,small_airport,"Barbil Tonto Airstrip",22.045829,85.373468,,AS,India,IN,Odisha,IN-OR,OR,Bhusugaon,0,VEBL,,,,,,50,2022-08-11T10:10:58+00:00
46581,IN-0053,small_airport,"INS Kohassa",13.236316,93.049731,13,AS,India,IN,"Andaman and Nicobar Islands",IN-AN,AN,Diglipur,0,VODX,,,,https://en.wikipedia.org/wiki/INS_Kohassa,"VABM, Shivpur",50,2022-11-26T22:09:59+00:00
317984,IN-0100,small_airport,"Sido Kanhu Airport",24.231185,87.269989,470,AS,India,IN,Jharkhand,IN-JH,JH,Dumka,0,,,,,,Anasol,50,2016-05-20T21:44:07+00:00
317983,IN-0099,small_airport,"Durgapur Steel Plant Airport",23.58331,87.339787,290,AS,India,IN,"West Bengal",IN-WB,WB,Durgapur,0,,,,,,,50,2016-05-20T20:47:02+00:00
3331,VI71,small_airport,"Pinjore Airfield and Flying Club",30.82457,76.883652,1700,AS,India,IN,Haryana,IN-HR,HR,Gannan,0,VI71,,VI71,,,Kalka,50,2021-04-22T01:36:09+00:00
309591,IN-0087,small_airport,"Gauchar Airstrip",30.284585,79.161665,,AS,India,IN,Uttarakhand,IN-UT,UT,Gauchar,0,,,,,,Gaucher,50,2022-08-10T14:29:02+00:00
309893,VEKJ,small_airport,"Kendujhar Airport",21.696667,85.581667,,AS,India,IN,Odisha,IN-OR,OR,Gopinathapur,0,VEKJ,,,,https://en.wikipedia.org/wiki/Kendujhar_Airstrip,"Keonjhar, Raisuon",50,2022-08-11T10:09:54+00:00
44908,IN-0013,small_airport,"Nadirgul Airport",17.306142,78.561004,1811,AS,India,IN,Telangana,IN-TG,TG,Hyderabad,0,,,,https://web.archive.org/web/20170713034841/http://www.aai.aero/allAirports/nadirgul.jsp,https://en.wikipedia.org/wiki/Nadirgul_Airport,"NDGL, Nadergul",50,2023-11-20T14:34:55+00:00
3333,VI75,small_airport,"IIT Kanpur Airport",26.520399,80.232904,400,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Kanpur,0,,,,,https://en.wikipedia.org/wiki/IIT_Kanpur_Airport,"Kalyanpur Airport, VI75",50,2022-09-09T15:44:20+00:00
31691,VEKW,small_airport,"Khowai Airport",24.061899,91.603897,95,AS,India,IN,Tripura,IN-TR,TR,Khowai,0,VEKW,IXN,,,https://en.wikipedia.org/wiki/Khowai_Airport,,50,2018-04-30T12:02:58+00:00
31799,VEMH,small_airport,"Malda Airport",25.01018,88.126917,79,AS,India,IN,"West Bengal",IN-WB,WB,Malda,0,VEMH,LDA,,,https://en.wikipedia.org/wiki/Malda_Airport,"English Bazar",50,2022-09-09T16:07:25+00:00
30005,VEKM,small_airport,"Kamalpur Airport",24.134325,91.810769,131,AS,India,IN,Tripura,IN-TR,TR,"Manik Bhandar",0,VEKM,IXQ,,,,,50,2021-10-29T15:15:02+00:00
26619,VONS,small_airport,"Nagarjuna Sagar Airport",16.541574,79.316504,658,AS,India,IN,"Andhra Pradesh",IN-AP,AP,"Nagarjuna Sagar",0,VONS,,,,,,50,2022-08-11T10:28:52+00:00
3291,VA1K,small_airport,"Naliya Air Force Station",23.2223,68.891296,135,AS,India,IN,Gujarat,IN-GJ,GJ,Naliya,0,VANY,,,,,"Raedhanpur Airport, VA1K",50,2021-01-25T21:38:07+00:00
3323,VI40,small_airport,"Karnal Airport",29.714663,77.037438,829,AS,India,IN,Haryana,IN-HR,HR,Niawal,0,VI40,,VI40,,,,50,2021-04-27T02:40:09+00:00
3325,VI57,small_airport,"Thoise Airport",34.652599,77.375801,10046,AS,India,IN,Ladakh,IN-LA,LA,Nubra,0,VI57,,VI57,,,,50,2022-09-19T14:08:27+00:00
31692,VEPG,small_airport,"Pasighat Airport",28.064786,95.336952,477,AS,India,IN,"Arunachal Pradesh",IN-AR,AR,Pasighat,0,VEPG,IXT,,,https://en.wikipedia.org/wiki/Pasighat_Airport,,50,2022-09-15T17:03:37+00:00
317980,IN-0097,small_airport,"Surichua Air Base",24.18824,87.701722,280,AS,India,IN,"West Bengal",IN-WB,WB,Rampurhat,0,,,,,,"Rampur Hat",50,2016-05-20T11:31:55+00:00
46515,IN-0026,small_airport,"Korba Airport",22.414166666699998,82.7194444444,1200,AS,India,IN,Chhattisgarh,IN-CT,CT,Rumgara,0,,,,,,,50,2010-09-14T10:31:36+00:00
26625,VOSX,small_airport,"Coimbatore Air Force Station",11.01360034942627,77.15969848632812,1250,AS,India,IN,"Tamil Nadu",IN-TN,TN,Sulur,0,VOSX,,,,,,50,2008-06-13T14:30:04+00:00
26574,VIRB,small_airport,"Fursatganj Airport",26.248501,81.380501,360,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Tarauna,0,VERB,,,,,,50,2021-03-08T13:46:57+00:00
26626,VOTJ,small_airport,"Thanjavur Air Force Station",10.723835,79.109457,253,AS,India,IN,"Tamil Nadu",IN-TN,TN,Thanjavur,0,VOTJ,TJV,,,https://en.wikipedia.org/wiki/Thanjavur_Air_Force_Station,"Tanjavur, Tanjore Air Force Base",50,2022-09-09T12:54:13+00:00
301040,IN-0070,small_airport,"Jindal Vijaynagar Airport",15.175921,76.63303,1670,AS,India,IN,Karnataka,IN-KA,KA,Toranagallu,0,VOJV,VDY,,,https://en.wikipedia.org/wiki/Jindal_Vijaynagar_Airport,"JSW, Vidyanagar, Vijayanagar",50,2021-03-08T10:38:17+00:00
26631,VOYK,small_airport,"Yelahanka Air Force Station",13.135499954223633,77.60600280761719,3045,AS,India,IN,Karnataka,IN-KA,KA,Yelahanka,0,VOYK,,,,https://en.wikipedia.org/wiki/Yelahanka_Air_Force_Station,,50,2009-03-25T09:32:06+00:00
355261,IN-0309,heliport,"HeliTaxii Heliport",12.84305,77.668188,3005,AS,India,IN,Karnataka,IN-KA,KA,Bengaluru,0,,,,,,,0,2022-06-28T03:56:52+00:00
355267,IN-0314,heliport,"Ganga Helipad",11.09489,76.95603,1417,AS,India,IN,"Tamil Nadu",IN-TN,TN,Coimbatore,0,,,,,,,0,2022-06-28T04:16:39+00:00
42730,IN-0009,heliport,"Gangtok Helipad",27.355736,88.614156,,AS,India,IN,Sikkim,IN-SK,SK,Gangtok,0,,,,,,,0,2022-09-20T16:31:30+00:00
355265,IN-0312,heliport,"ICAT Helipad",28.36925,76.87712,790,AS,India,IN,Haryana,IN-HR,HR,Gurugram,0,,,,,,,0,2022-09-20T16:47:25+00:00
46562,IN-0039,heliport,"Lebong Helipad",27.0590833333,88.2777333333,,AS,India,IN,"West Bengal",IN-WB,WB,Lebong,0,,,,,,,0,2010-12-29T18:58:39+00:00
315328,IN-0095,heliport,"Kuttikayam Helipad",9.3539,76.86489,207,AS,India,IN,Kerala,IN-KL,KL,Mampara,0,,,,,https://en.wikipedia.org/wiki/Perunad#Heliport,"Perunad Heliport, Sabarimala Helipad",0,2021-03-09T23:35:27+00:00
355262,IN-0310,heliport,"Chandimandir Helipad",30.73473,76.88139,1410,AS,India,IN,Haryana,IN-HR,HR,Panchkula,0,,,,,,,0,2022-06-28T04:02:49+00:00
355263,IN-0311,heliport,"Pilani Helipad",28.349677,75.591104,974,AS,India,IN,Rajasthan,IN-RJ,RJ,Pilani,0,,,,,,,0,2022-06-28T04:06:08+00:00
355266,IN-0313,heliport,"EON Helipad",18.545464,73.96432,1774,AS,India,IN,Maharashtra,IN-MM,MM,Pune,0,,,,,,,0,2022-06-28T04:14:12+00:00
355268,IN-0315,heliport,"RPSCL Private Helipad",27.83428,79.92742,501,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Shahjahanpur,0,,,,,,,0,2022-06-28T04:19:29+00:00
355270,IN-0316,heliport,"Varanasi Police Line Helipad",25.34819,82.98752,255,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Varanasi,0,,,,,,,0,2022-06-28T04:27:35+00:00
512065,VAHS,large_airport,"Rajkot International Airport",22.378824,71.039391,647,AS,India,IN,Gujarat,IN-GJ,GJ,Rajkot,0,VAHS,HSR,,,https://en.wikipedia.org/wiki/Rajkot_International_Airport,"Hirasar Airport",850,2023-09-15T14:52:30+00:00
26513,VEMR,medium_airport,"Dimapur Airport",25.883899688699998,93.77110290530001,487,AS,India,IN,Nagaland,IN-NL,NL,Dimapur,1,VEMR,DMU,,,https://en.wikipedia.org/wiki/Dimapur_Airport,,750,2010-09-11T09:34:10+00:00
26558,VIGR,medium_airport,"Gwalior Airport",26.29330062866211,78.22779846191406,617,AS,India,IN,"Madhya Pradesh",IN-MP,MP,Gwalior,1,VIGR,GWL,,,https://en.wikipedia.org/wiki/Gwalior_Airport,"Maharajpur Air Force Station",750,2008-06-13T14:30:04+00:00
26511,VELR,medium_airport,"Lilabari North Lakhimpur Airport",27.2955,94.097603,330,AS,India,IN,Assam,IN-AS,AS,Lilabari,1,VELR,IXI,,,https://en.wikipedia.org/wiki/Lilabari_Airport,,750,2022-09-15T17:51:06+00:00
327453,VIKG,medium_airport,"Kishangarh Airport Ajmer",26.591007,74.812956,,AS,India,IN,Rajasthan,IN-RJ,RJ,"Ajmer (Kishangarh)",1,VIKG,KQH,,,https://en.wikipedia.org/wiki/Kishangarh_Airport,,500,2021-03-09T11:06:27+00:00
26435,VABI,medium_airport,"Bilaspur Airport",21.9884,82.111,899,AS,India,IN,Chhattisgarh,IN-CT,CT,Bilaspur,1,VEBU,PAB,,,https://en.wikipedia.org/wiki/Bilaspur_Airport,VABI,500,2021-03-22T19:41:31+00:00
26500,VEGK,medium_airport,"Gorakhpur Airport",26.739700317399997,83.4496994019,259,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Gorakhpur,1,VEGK,GOP,,http://www.aai.aero/allAirports/gorakhpur.jsp,https://en.wikipedia.org/wiki/Gorakhpur_Airport,"Gorakhpur Air Force Station",500,2010-09-09T20:14:22+00:00
26611,VOCP,medium_airport,"Kadapa Airport",14.513154,78.769183,430,AS,India,IN,"Andhra Pradesh",IN-AP,AP,Kadapa,1,VOCP,CDP,,,https://en.wikipedia.org/wiki/Kadapa_Airport,Cuddapah,500,2022-09-09T12:26:41+00:00
3341,VO55,medium_airport,"Murod Kond Airport",18.411501,76.464699,2136,AS,India,IN,Maharashtra,IN-MM,MM,Latur,1,VALT,LTU,,,https://en.wikipedia.org/wiki/Latur_Airport,,500,2018-04-30T11:16:59+00:00
342094,IN-0277,medium_airport,"Mopa International Airport",15.744257,73.860625,552,AS,India,IN,Goa,IN-GA,GA,Mopa,1,VOGA,GOX,,https://www.newgoaairport.com/,https://en.wikipedia.org/wiki/Mopa_Airport,Manohar,500,2023-02-02T10:39:42+00:00
30180,VAND,medium_airport,"Nanded Airport",19.1833,77.316704,1250,AS,India,IN,Maharashtra,IN-MM,MM,Nanded,1,VOND,NDC,VOND,,https://en.wikipedia.org/wiki/Nanded_Airport,,500,2023-05-02T01:34:24+00:00
340146,VOKU,medium_airport,"Kurnool Airport",15.716288,78.16923,920,AS,India,IN,"Andhra Pradesh",IN-AP,AP,Orvakal,1,VOKU,KJB,KJB,,https://en.wikipedia.org/wiki/Kurnool_Airport,Orvakal,500,2022-09-09T12:26:03+00:00
26573,VIPT,medium_airport,"Pantnagar Airport",29.0334,79.473701,769,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Pantnagar,1,VIPT,PGH,,,,Panthnagar,500,2020-02-20T00:56:49+00:00
508348,VOSR,medium_airport,"Sindhudurg Airport",16,73.533333,202,AS,India,IN,Maharashtra,IN-MM,MM,Sindhudurg,1,VOSR,SDW,VOSR,,https://en.wikipedia.org/wiki/Sindhudurg_Airport,"sindhudurg, vosr, sdw",500,2023-05-02T01:12:52+00:00
26488,VEAN,medium_airport,"Along Airport",28.17530059814453,94.802001953125,900,AS,India,IN,"Arunachal Pradesh",IN-AR,AR,,0,VEAN,IXV,,,https://en.wikipedia.org/wiki/Along_Airport,,250,2008-06-13T14:30:04+00:00
26457,VARG,medium_airport,"Ratnagiri Airport",17.013599,73.327797,305,AS,India,IN,Maharashtra,IN-MM,MM,,0,VARG,RTC,,,https://en.wikipedia.org/wiki/Ratnagiri_Airport,,250,2018-04-30T11:42:45+00:00
26568,VILD,medium_airport,"Ludhiana Airport",30.854700088500977,75.95259857177734,834,AS,India,IN,Punjab,IN-PB,PB,,0,VILD,LUH,,,https://en.wikipedia.org/wiki/Sahnewal_Airport,,250,2008-06-13T14:30:04+00:00
26432,VAAK,medium_airport,"Akola Airport",20.698931,77.056883,999,AS,India,IN,Maharashtra,IN-MM,MM,Akola,0,VAAK,AKD,,,https://en.wikipedia.org/wiki/Akola_Airport,"Shioni Airport",250,2021-03-09T12:20:46+00:00
26549,VIBY,medium_airport,"Bareilly Air Force Station",28.4221000671,79.45079803470001,580,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Bareilly,0,VIBY,BEK,,,https://en.wikipedia.org/wiki/Trishul_Air-base,"Trishul Air Base",250,2014-06-15T13:46:37+00:00
43966,IN-0011,medium_airport,"Jakkur Aerodrome",13.07674,77.597645,3013,AS,India,IN,Karnataka,IN-KA,KA,Bengaluru,0,VOJK,,,,https://en.wikipedia.org/wiki/Jakkur_Aerodrome,,250,2022-09-20T14:11:02+00:00
26543,VIBK,medium_airport,"Nal Airport",28.070600509643555,73.20719909667969,750,AS,India,IN,Rajasthan,IN-RJ,RJ,Bikaner,0,VIBK,BKB,,,,"Nal Air Force Station",250,2008-06-13T14:30:04+00:00
3343,VO94,medium_airport,"Campbell Bay Airport / INS Baaz",7.01304,93.922798,16,AS,India,IN,"Andaman and Nicobar Islands",IN-AN,AN,"Campbell Bay",0,VOBX,,,,,VO94,250,2021-08-20T16:51:09+00:00
26441,VADN,medium_airport,"Daman Airport",20.434401,72.843201,33,AS,India,IN,"Dadra and Nagar Haveli and Daman and Diu",IN-DH,DH,Daman,0,VADN,NMB,,,https://en.wikipedia.org/wiki/Daman_Airport,,250,2021-03-08T16:29:33+00:00
354546,IN-0308,medium_airport,"Itanagar Donyi Polo Hollongi Airport",26.96683,93.638792,328,AS,India,IN,"Arunachal Pradesh",IN-AR,AR,Hollongi,0,VEHO,HGI,,,https://en.wikipedia.org/wiki/Itanagar_Airport,,250,2022-09-15T17:50:10+00:00
26612,VOCX,medium_airport,"Car Nicobar Air Force Base",9.153056,92.819273,5,AS,India,IN,"Andaman and Nicobar Islands",IN-AN,AN,"IAF Camp",0,VOCX,CBD,,,https://en.wikipedia.org/wiki/Car_Nicobar_Air_Force_Base,Carnicobar,250,2021-08-20T16:40:18+00:00
3312,VE44,medium_airport,"Hashimara Air Force Station",26.698299407958984,89.36910247802734,340,AS,India,IN,"West Bengal",IN-WB,WB,Jalpaiguri,0,VE44,,VE44,,,,250,2008-06-13T14:30:04+00:00
350147,VEKI,medium_airport,"Kushinagar International Airport",26.776534,83.889214,266,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Kushinagar,0,VEKI,KBK,,,https://en.wikipedia.org/wiki/Kushinagar_International_Airport,,250,2021-12-02T20:16:26+00:00
26514,VEMZ,medium_airport,"Muzaffarpur Airport",26.119101,85.313698,174,AS,India,IN,Bihar,IN-BR,BR,Muzaffarpur,0,VEMZ,MZU,,,,,250,2022-09-09T16:02:55+00:00
26552,VIDD,medium_airport,"Safdarjung Airport",28.585453,77.203563,705,AS,India,IN,"Delhi (National Capital Territory)",IN-DL,DL,"New Delhi",0,VIDD,,,,https://en.wikipedia.org/wiki/Safdarjung_Airport,,250,2022-02-11T17:31:27+00:00
26624,VOSM,medium_airport,"Salem Airport",11.78330039978,78.06559753418,1008,AS,India,IN,"Tamil Nadu",IN-TN,TN,Salem,0,VOSM,SXV,,,https://en.wikipedia.org/wiki/Salem_Airport_(India),,250,2015-08-07T14:23:43+00:00
26460,VASL,medium_airport,"Solapur Airport",17.6280002594,75.93479919430001,1584,AS,India,IN,Maharashtra,IN-MM,MM,Solapur,0,VASL,SSE,,,https://en.wikipedia.org/wiki/Solapur_Airport,Sholapur,250,2012-10-22T21:27:15+00:00
26581,VIUX,medium_airport,"Udhampur Air Force Station",32.902152,75.155709,2066,AS,India,IN,"Jammu and Kashmir",IN-JK,JK,Udhampur,0,VIUX,,,,,,250,2022-08-03T10:20:43+00:00
508630,IN-0369,medium_airport,"Sant Gadge Baba Yavatmal Airport",20.395781,78.216272,1403,AS,India,IN,Maharashtra,IN-MM,MM,Yavatmal,0,,,VA78,,https://en.wikipedia.org/wiki/Sant_Gadge_Baba_Yavatmal_Airport,,250,2023-05-17T17:31:04+00:00
26524,VEZO,medium_airport,"Ziro Airport",27.588301,93.828102,5403,AS,India,IN,"Arunachal Pradesh",IN-AR,AR,Ziro,0,VEZO,ZER,,,https://en.wikipedia.org/wiki/Zero_Airport,,250,2018-04-30T12:08:30+00:00
26443,VAGN,small_airport,"Guna Airport",24.654699,77.347298,1600,AS,India,IN,"Madhya Pradesh",IN-MP,MP,,0,VAGN,GUX,,,,,150,2022-01-21T13:01:40+00:00
26579,VIST,small_airport,"Satna Airport",24.56262,80.852927,1060,AS,India,IN,"Madhya Pradesh",IN-MP,MP,,1,VEST,TNI,,https://www.aai.aero/en/airports/satna,https://en.wikipedia.org/wiki/Satna_Airport,VIST,150,2022-06-26T04:12:19+00:00
26566,VIKA,small_airport,"Kanpur Civil Airport",26.440857,80.365029,411,AS,India,IN,"Uttar Pradesh",IN-UP,UP,Kanpur,0,VIKA,,,,https://en.wikipedia.org/wiki/Kanpur_Civil_Airport,,150,2022-09-09T15:44:11+00:00
26542,VIAX,small_airport,"Adampur Airport",31.4338,75.758797,775,AS,India,IN,Punjab,IN-PB,PB,Adampur,1,VIAX,AIP,,,https://en.wikipedia.org/wiki/Adampur_Air_Force_Base,"Adampur Air Force Station",100,2018-05-19T18:45:26+00:00
331218,IN-0107,closed,"Sindhudurg Airport",16.002552,73.529846,203,AS,India,IN,Maharashtra,IN-MM,MM,Chipi,1,,,,,https://en.wikipedia.org/wiki/Sindhudurg_Airport,VA85,100,2023-05-02T01:21:26+00:00
